Designators,Casing,Section,Subsection,Ecoinvent_unit,unit,Total_quantity,Total_mass_kg,Ecoinvent_flow,Category,Manufacturer,Part_Number,Description,number_elements,Quantity_per_element,Has_datasheet_info,L_mm,W_mm,H_mm,Volume_cm3_excel,Density_min_g_cm3,Density_max_g_cm3,Metal_extra_g,mass_space_relation_m2/kg,Database,Direction,Comments,Order_index,Category_order,Group_order,Method,Volume_cm3,Mass_per_element_g,Density_used_g_cm3,Density_source,Validation_error
"R3, R4, R5, R6, R7, R8, R11, R12, R13, R14, R35_CONTACT_OUT_0, R35_CONTACT_OUT_1, R35_CONTACT_OUT_2, R35_CONTACT_OUT_3, R35_CONTACT_OUT_4, R35_CONTACT_OUT_5, R48, R49, R51, R68, R71_DIG_IND_IN_1, R71_DIG_IND_IN_2, R71_DIG_IND_IN_3, R71_DIG_IND_IN_4, R71_DIG_IND_IN_5, R71_DIG_IND_IN_6, R71_DIG_IND_IN_7, R71_DIG_IND_IN_8, R71_DIG_IND_IN_9, R71_DIG_IND_IN_10, R71_DIG_IND_IN_11, R71_DIG_IND_IN_12, R71_DIG_IND_IN_13, R71_DIG_IND_IN_14, R73_DIG_IND_IN_1, R73_DIG_IND_IN_2, R73_DIG_IND_IN_3, R73_DIG_IND_IN_4, R73_DIG_IND_IN_5, R73_DIG_IND_IN_6, R73_DIG_IND_IN_7, R73_DIG_IND_IN_8, R73_DIG_IND_IN_9, R73_DIG_IND_IN_10, R73_DIG_IND_IN_11, R73_DIG_IND_IN_12, R73_DIG_IND_IN_13, R73_DIG_IND_IN_14, R74_DIG_IND_IN_1, R74_DIG_IND_IN_2, R74_DIG_IND_IN_3, R74_DIG_IND_IN_4, R74_DIG_IND_IN_5, R74_DIG_IND_IN_6, R74_DIG_IND_IN_7, R74_DIG_IND_IN_8, R74_DIG_IND_IN_9, R74_DIG_IND_IN_10, R74_DIG_IND_IN_11, R74_DIG_IND_IN_12, R74_DIG_IND_IN_13, R74_DIG_IND_IN_14, R152, R153, R154, R157, R158, R159, R160, R181, R184, R185, R187, R193, R194, R224_P24V_FUSE1, R224_P24V_FUSE2, R224_P24V_FUSE3, R224_P24V_FUSE4, R224_P24V_FUSE5, R224_P24V_FUSE6, R224_P24V_FUSE7, R224_P24V_FUSE8, R225",0402,Passives,Resistors,kg,kg,6.825e-05,6.825e-05,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_1K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,84,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,Same 0402 resistor mass.,85,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R9,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_12K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,86,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R10, R15",0402,Passives,Resistors,kg,kg,1.625e-06,1.625e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_2K2_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,2,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,87,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R16, R17, R18, R19, R20, R21, R22, R23, R24, R25, R26, R27, R28, R29, R30, R31, R133, R134, R135, R136, R137, R138, R139, R140, R141, R142, R143, R144, R145, R146, R147, R148, R149, R172, R177",0402,Passives,Resistors,kg,kg,2.84375e-05,2.84375e-05,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_4K7_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,35,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,88,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R32_DIG_FAST_IN_CCT_0, R32_DIG_FAST_IN_CCT_1, R32_DIG_FAST_IN_CCT_2, R32_DIG_FAST_IN_CCT_3, R32_DIG_FAST_IN_CCT_4, R32_DIG_FAST_IN_CCT_5, R32_DIG_FAST_IN_CCT_6, R32_DIG_FAST_IN_CCT_7, R32_DIG_FAST_IN_CCT_8, R32_DIG_FAST_IN_CCT_9, R32_DIG_FAST_IN_CCT_10, R32_DIG_FAST_IN_CCT_11, R32_DIG_FAST_IN_CCT_12, R32_DIG_FAST_IN_CCT_13",0402,Passives,Resistors,kg,kg,1.1375e-05,1.1375e-05,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_100R_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,14,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,89,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R33_CONTACT_OUT_0, R33_CONTACT_OUT_1, R33_CONTACT_OUT_2, R33_CONTACT_OUT_3, R33_CONTACT_OUT_4, R33_CONTACT_OUT_5",0402,Passives,Resistors,kg,kg,4.875e-06,4.875e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_430R_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,6,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,90,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R34_CONTACT_OUT_0, R34_CONTACT_OUT_1, R34_CONTACT_OUT_2, R34_CONTACT_OUT_3, R34_CONTACT_OUT_4, R34_CONTACT_OUT_5",0805,Passives,Resistors,kg,kg,3.225e-05,3.225e-05,"resistor production, surface-mounted",Thick Film,GENERIC,R0805_1R1_1%_0.125W_200PPM,General Purpose Thick Film Chip Resistor,6,5.375e-06,NO,2.0,1.25,0.5,,3,4,0.001,0,EcoInvent,Input,0805 resistor; mass from volume (0.00125 cm³) × 3.5 + metal_extra 0.001 = 0.005375 g.,91,37,40,CALCULATED,0.00125,0.005375,3.5,MIN_MAX_AVG,
"R36, R37, R200, R201, R202, R203, R204, R205, R206, R207, R208, R209, R210, R211, R212, R213, R214, R215",0402,Passives,Resistors,kg,kg,1.4625e-05,1.4625e-05,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_1K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,18,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,92,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R38_DIG_FAST_IN_CCT_0, R38_DIG_FAST_IN_CCT_1, R38_DIG_FAST_IN_CCT_2, R38_DIG_FAST_IN_CCT_3, R38_DIG_FAST_IN_CCT_4, R38_DIG_FAST_IN_CCT_5, R38_DIG_FAST_IN_CCT_6, R38_DIG_FAST_IN_CCT_7, R38_DIG_FAST_IN_CCT_8, R38_DIG_FAST_IN_CCT_9, R38_DIG_FAST_IN_CCT_10, R38_DIG_FAST_IN_CCT_11, R38_DIG_FAST_IN_CCT_12, R38_DIG_FAST_IN_CCT_13",0402,Passives,Resistors,kg,kg,1.1375e-05,1.1375e-05,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_470R_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,14,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,93,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R46, R47, R190_P24V_FUSE1, R190_P24V_FUSE2, R190_P24V_FUSE3, R190_P24V_FUSE4, R190_P24V_FUSE5, R190_P24V_FUSE6, R190_P24V_FUSE7, R190_P24V_FUSE8",0402,Passives,Resistors,kg,kg,8.125e-06,8.125e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_82K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,10,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,95,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R50,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_NO-VALUE,Reserved Footprint For a 0402 (1005) Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,Not populated; mass 0.,96,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R52,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_NO-VALUE,Reserved Footprint For a 0402 (1005) Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,Not populated.,97,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R53,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_NO-VALUE,Reserved Footprint For a 0402 (1005) Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,Not populated.,98,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R54,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_220K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,99,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R55,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_NO-VALUE,Reserved Footprint For a 0402 (1005) Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,Not populated.,100,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R56,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_NO-VALUE,Reserved Footprint For a 0402 (1005) Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,Not populated.,101,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R57,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_NO-VALUE,Reserved Footprint For a 0402 (1005) Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,Not populated.,102,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R58, R59, R60, R61, R62, R63, R64, R65, R79, R80, R81, R82, R83, R84, R85, R86, R87, R88, R89, R90, R91, R92, R93, R94, R95, R96, R97, R98, R99, R100, R101, R102, R103, R104, R105, R106, R107, R108, R109, R110, R111, R112, R113, R114, R115, R116, R117, R118",0402,Passives,Resistors,kg,kg,3.9e-05,3.9e-05,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_10K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,48,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,103,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R127,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_110K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,107,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R128,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_300K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,108,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R129,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_15K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,109,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R130,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_13K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,110,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R131,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_40K2_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,111,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R132,0805,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0805_1M_1%_0.125W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0805 resistor.,112,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R150,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_162K_1%_0.063W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,113,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R151,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_13K3_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,114,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R155, R156",0402,Passives,Resistors,kg,kg,1.625e-06,1.625e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_200K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,2,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,115,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R161, R163, R165, R167, R168, R170, R171, R173, R174, R176",0402,Passives,Resistors,kg,kg,8.125e-06,8.125e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_8R2_1%_0.0625W_200PPM,General Purpose Thick Film Chip Resistor,10,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,116,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R162, R166, R169",0805,Passives,Resistors,kg,kg,2.4375e-06,2.4375e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0805_0R05_1%_0.25W_300PPM,Low Resistance Thick Film Chip Resistor,3,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0805 resistor.,117,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R164,0805,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0805_1K_1%_0.125W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0805 resistor.,118,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R178_P24V_FUSE1, R178_P24V_FUSE2, R178_P24V_FUSE3, R178_P24V_FUSE4, R178_P24V_FUSE5, R178_P24V_FUSE6, R178_P24V_FUSE7, R178_P24V_FUSE8",0402,Passives,Resistors,kg,kg,6.5e-06,6.5e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_620K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,8,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,120,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R182, R183, R195, R196",0402,Passives,Resistors,kg,kg,3.25e-06,3.25e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_330R_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,4,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,122,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
R186,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_43K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,123,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R188_P24V_FUSE1, R188_P24V_FUSE2, R188_P24V_FUSE3, R188_P24V_FUSE4, R188_P24V_FUSE5, R188_P24V_FUSE6, R188_P24V_FUSE7, R188_P24V_FUSE8",0402,Passives,Resistors,kg,kg,6.5e-06,6.5e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_9K1_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,8,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,124,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R189_P24V_FUSE1, R189_P24V_FUSE2, R189_P24V_FUSE3, R189_P24V_FUSE4, R189_P24V_FUSE5, R189_P24V_FUSE6, R189_P24V_FUSE7, R189_P24V_FUSE8",0402,Passives,Resistors,kg,kg,6.5e-06,6.5e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_30K_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,8,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,125,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R191, R192, R197, R198",0402,Passives,Resistors,kg,kg,3.25e-06,3.25e-06,"resistor production, surface-mounted",Thick Film,GENERIC,R0402_22R_1%_0.0625W_100PPM,General Purpose Thick Film Chip Resistor,4,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402.,126,37,40,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R39_DIG_FAST_IN_CCT_0, R39_DIG_FAST_IN_CCT_1, R39_DIG_FAST_IN_CCT_2, R39_DIG_FAST_IN_CCT_3, R39_DIG_FAST_IN_CCT_4, R39_DIG_FAST_IN_CCT_5, R39_DIG_FAST_IN_CCT_6, R39_DIG_FAST_IN_CCT_7, R39_DIG_FAST_IN_CCT_8, R39_DIG_FAST_IN_CCT_9, R39_DIG_FAST_IN_CCT_10, R39_DIG_FAST_IN_CCT_11, R39_DIG_FAST_IN_CCT_12, R39_DIG_FAST_IN_CCT_13",0402,Passives,Resistors,kg,kg,1.1375e-05,1.1375e-05,"resistor production, surface-mounted",Thin Film,GENERIC,R0402_10K_0.1%_0.0625W_25PPM,Precision Surface Mount Resistor,14,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402 thin film; mass same as thick film.,94,38,41,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R66_DIG_IND_IN_1, R66_DIG_IND_IN_2, R66_DIG_IND_IN_3, R66_DIG_IND_IN_4, R66_DIG_IND_IN_5, R66_DIG_IND_IN_6, R66_DIG_IND_IN_7, R66_DIG_IND_IN_8, R66_DIG_IND_IN_9, R66_DIG_IND_IN_10, R66_DIG_IND_IN_11, R66_DIG_IND_IN_12, R66_DIG_IND_IN_13, R66_DIG_IND_IN_14, R70_DIG_IND_IN_1, R70_DIG_IND_IN_2, R70_DIG_IND_IN_3, R70_DIG_IND_IN_4, R70_DIG_IND_IN_5, R70_DIG_IND_IN_6, R70_DIG_IND_IN_7, R70_DIG_IND_IN_8, R70_DIG_IND_IN_9, R70_DIG_IND_IN_10, R70_DIG_IND_IN_11, R70_DIG_IND_IN_12, R70_DIG_IND_IN_13, R70_DIG_IND_IN_14, R75_DIG_IND_IN_1, R75_DIG_IND_IN_2, R75_DIG_IND_IN_3, R75_DIG_IND_IN_4, R75_DIG_IND_IN_5, R75_DIG_IND_IN_6, R75_DIG_IND_IN_7, R75_DIG_IND_IN_8, R75_DIG_IND_IN_9, R75_DIG_IND_IN_10, R75_DIG_IND_IN_11, R75_DIG_IND_IN_12, R75_DIG_IND_IN_13, R75_DIG_IND_IN_14, R77_DIG_IND_IN_1, R77_DIG_IND_IN_2, R77_DIG_IND_IN_3, R77_DIG_IND_IN_4, R77_DIG_IND_IN_5, R77_DIG_IND_IN_6, R77_DIG_IND_IN_7, R77_DIG_IND_IN_8, R77_DIG_IND_IN_9, R77_DIG_IND_IN_10, R77_DIG_IND_IN_11, R77_DIG_IND_IN_12, R77_DIG_IND_IN_13, R77_DIG_IND_IN_14, R199_DIG_IND_IN_1, R199_DIG_IND_IN_2, R199_DIG_IND_IN_3, R199_DIG_IND_IN_4, R199_DIG_IND_IN_5, R199_DIG_IND_IN_6, R199_DIG_IND_IN_7, R199_DIG_IND_IN_8, R199_DIG_IND_IN_9, R199_DIG_IND_IN_10, R199_DIG_IND_IN_11, R199_DIG_IND_IN_12, R199_DIG_IND_IN_13, R199_DIG_IND_IN_14",MELF,Passives,Resistors,kg,kg,0.0013573,0.0013573,"resistor production, surface-mounted",Thin Film,GENERIC,RMELF_2K2_1%_0.2W_50PPM,"Thin Film Mini-MELF Resistors, 2.2kΩ, 1%, 0.2W",70,1.939e-05,NO,,,,0.00554,3,4,,0,EcoInvent,Input,MELF (Mini-MELF) cylindrical package; mass from volume (cylinder: π×0.8²×3.6 mm³ = 7.24 mm³ = 0.00724 cm³) × 3.5 g/cm³ + metal_extra 0.002 = 0.0273 g.,104,38,41,CALCULATED,0.00554,0.01939,3.5,MIN_MAX_AVG,
"R67_DIG_IND_IN_1, R67_DIG_IND_IN_2, R67_DIG_IND_IN_3, R67_DIG_IND_IN_4, R67_DIG_IND_IN_5, R67_DIG_IND_IN_6, R67_DIG_IND_IN_7, R67_DIG_IND_IN_8, R67_DIG_IND_IN_9, R67_DIG_IND_IN_10, R67_DIG_IND_IN_11, R67_DIG_IND_IN_12, R67_DIG_IND_IN_13, R67_DIG_IND_IN_14, R69_DIG_IND_IN_1, R69_DIG_IND_IN_2, R69_DIG_IND_IN_3, R69_DIG_IND_IN_4, R69_DIG_IND_IN_5, R69_DIG_IND_IN_6, R69_DIG_IND_IN_7, R69_DIG_IND_IN_8, R69_DIG_IND_IN_9, R69_DIG_IND_IN_10, R69_DIG_IND_IN_11, R69_DIG_IND_IN_12, R69_DIG_IND_IN_13, R69_DIG_IND_IN_14, R72_DIG_IND_IN_1, R72_DIG_IND_IN_2, R72_DIG_IND_IN_3, R72_DIG_IND_IN_4, R72_DIG_IND_IN_5, R72_DIG_IND_IN_6, R72_DIG_IND_IN_7, R72_DIG_IND_IN_8, R72_DIG_IND_IN_9, R72_DIG_IND_IN_10, R72_DIG_IND_IN_11, R72_DIG_IND_IN_12, R72_DIG_IND_IN_13, R72_DIG_IND_IN_14, R76_DIG_IND_IN_1, R76_DIG_IND_IN_2, R76_DIG_IND_IN_3, R76_DIG_IND_IN_4, R76_DIG_IND_IN_5, R76_DIG_IND_IN_6, R76_DIG_IND_IN_7, R76_DIG_IND_IN_8, R76_DIG_IND_IN_9, R76_DIG_IND_IN_10, R76_DIG_IND_IN_11, R76_DIG_IND_IN_12, R76_DIG_IND_IN_13, R76_DIG_IND_IN_14",0805,Passives,Resistors,kg,kg,0.000301,0.000301,"resistor production, surface-mounted",Thin Film,GENERIC,R0805_10K_0.1%_0.125W_25PPM,Thin Film Chip Resistor,56,5.375e-06,NO,2.0,1.25,0.5,,3,4,0.001,0,EcoInvent,Input,0805 thin film; same mass as 0805 thick film.,105,38,41,CALCULATED,0.00125,0.005375,3.5,MIN_MAX_AVG,
"R78_DIG_IND_IN_1, R78_DIG_IND_IN_2, R78_DIG_IND_IN_3, R78_DIG_IND_IN_4, R78_DIG_IND_IN_5, R78_DIG_IND_IN_6, R78_DIG_IND_IN_7, R78_DIG_IND_IN_8, R78_DIG_IND_IN_9, R78_DIG_IND_IN_10, R78_DIG_IND_IN_11, R78_DIG_IND_IN_12, R78_DIG_IND_IN_13, R78_DIG_IND_IN_14",0402,Passives,Resistors,kg,kg,1.1375e-05,1.1375e-05,"resistor production, surface-mounted",Thin Film,GENERIC,R0402_5K1_0.1%_0.0625W_25PPM,Thin Film Chip Resistor,14,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402 thin film.,106,38,41,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
"R175, R180",1206,Passives,Resistors,kg,kg,2.5712e-05,2.5712e-05,"resistor production, surface-mounted",Current Sense,OHMITE,LVK20R002FER,"Four Terminal High Precision Current Sense, 0.002Ω, 1%, 0.75W",2,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,0,EcoInvent,Input,"1206 current sense resistor; same dimensions as standard 1206 resistor, mass ~0.012g.",119,39,42,CALCULATED,0.002816,0.012856,3.5,MIN_MAX_AVG,
R179,0402,Passives,Resistors,kg,kg,8.125e-07,8.125e-07,"resistor production, surface-mounted",Zero Ohm,GENERIC,R0402_0R_JUMPER,1A (0.05R Max DC Resistance) Zero Ohm Jumper,1,8.125e-07,NO,1.0,0.5,0.35,,3,4,0.0002,0,EcoInvent,Input,0402 zero ohm jumper; mass same as 0402 resistor.,121,40,43,CALCULATED,0.000175,0.000812,3.5,MIN_MAX_AVG,
SW1,DIP,Electromechanical,Switches,kg,kg,0.00014,0.00014,"electronic component, passive, unspecified",DIP Switch,TE CONNECTIVITY,1571983-4,"4 Way SPST SMD DIP Switch, Latched, Contact Rating 0.025A 24VDC",1,0.00014,NO,6.2,4.5,1.45,0.072,1.2,1.3,0.05,0,EcoInvent,Input,Passive too general but accepted,127,41,44,CALCULATED,0.072,0.14,1.25,MIN_MAX_AVG,
"T1, T3",SOT23,Discrete Semiconductors,Small Signal,kg,kg,1.6425e-05,1.6425e-05,"transistor production, surface-mounted",MOSFET,ONSEMI,BSS138LT1G,"50V, 200mA N-Channel Enhancement Mode Field-Effect Transistor",2,8.2125e-06,NO,2.9,1.3,1,,1.2,1.3,0.0035,,EcoInvent,Input,Mass from casing,128,42,45,CALCULATED,0.00377,0.008212,1.25,MIN_MAX_AVG,
"T2_CONTACT_OUT_0, T2_CONTACT_OUT_1, T2_CONTACT_OUT_2, T2_CONTACT_OUT_3, T2_CONTACT_OUT_4, T2_CONTACT_OUT_5",SOT23,Discrete Semiconductors,Small Signal,kg,kg,4.9275e-05,4.9275e-05,"transistor production, surface-mounted",MOSFET,NEXPERIA,NX138BKW,"60V, 210mA, N-Channel Trench MOSFET",6,8.2125e-06,NO,2.9,1.3,1,,1.2,1.3,0.0035,,EcoInvent,Input,Mass from casing,129,42,45,CALCULATED,0.00377,0.008212,1.25,MIN_MAX_AVG,
